Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
KEGG_PATHWAY	hsa05200:Pathways in cancer	20	3.816793893129771	0.0010725171353604063	81029, 10161, 5732, 1284, 4843, 2254, 652, 5468, 1950, 5727, 7481, 2737, 7042, 2248, 8817, 1021, 369, 8325, 8313, 3910	154	393	6879	2.2732229602458607	0.19228454811407458	0.19228454811407458	1.334916478950443
KEGG_PATHWAY	hsa05217:Basal cell carcinoma	7	1.3358778625954197	0.00117446941813456	81029, 8325, 8313, 652, 2737, 5727, 7481	154	54	6879	5.790404040404041	0.20852482916910153	0.11035109687534683	1.4609548984193643
KEGG_PATHWAY	hsa05410:Hypertrophic cardiomyopathy (HCM)	7	1.3358778625954197	0.007554599651273473	7042, 4633, 3672, 3696, 775, 7134, 59284	154	78	6879	4.008741258741259	0.7788850894258619	0.3953008707950716	9.060028275359866
KEGG_PATHWAY	hsa04060:Cytokine-cytokine receptor interaction	13	2.480916030534351	0.007722778916778571	3595, 7292, 3560, 4352, 1230, 7133, 3625, 3624, 7042, 10913, 6364, 55504, 6367	154	243	6879	2.389690556357223	0.7862179083756662	0.32002518043228956	9.252837801864466
KEGG_PATHWAY	hsa04350:TGF-beta signaling pathway	7	1.3358778625954197	0.010728448529458109	25805, 7042, 652, 3625, 4092, 653, 3624	154	84	6879	3.722402597402598	0.8831069943501252	0.3490349005200589	12.63588329952926
KEGG_PATHWAY	hsa05414:Dilated cardiomyopathy	7	1.3358778625954197	0.010728448529458109	7042, 4633, 3672, 3696, 775, 7134, 59284	154	84	6879	3.722402597402598	0.8831069943501252	0.3490349005200589	12.63588329952926
KEGG_PATHWAY	hsa04810:Regulation of actin cytoskeleton	11	2.099236641221374	0.018360101576632686	4633, 2248, 8817, 3687, 3672, 369, 10788, 3696, 375189, 2254, 1950	154	210	6879	2.3397959183673467	0.9749684257023038	0.45914436265944847	20.71117565885866
KEGG_PATHWAY	hsa05218:Melanoma	6	1.1450381679389312	0.020467762550395226	2248, 1021, 8817, 369, 2254, 1950	154	71	6879	3.7748308029998165	0.983679705236266	0.4445110447212265	22.81702312488696
KEGG_PATHWAY	hsa05202:Transcriptional misregulation in cancer	9	1.717557251908397	0.03234218133466349	860, 5087, 3002, 3560, 4066, 5468, 7404, 8013, 5328	154	167	6879	2.4073022785597638	0.9985590788974635	0.5586023412936467	33.75020073252158
KEGG_PATHWAY	hsa04310:Wnt signaling pathway	8	1.5267175572519083	0.03380487947788936	25805, 81029, 8325, 8313, 27121, 4316, 7481, 85407	154	138	6879	2.589497459062677	0.9989336417418337	0.5325157160646106	34.993484914967375
KEGG_PATHWAY	hsa05205:Proteoglycans in cancer	10	1.9083969465648856	0.03389522913388385	7042, 81029, 7291, 369, 8325, 7078, 960, 5727, 7481, 5328	154	200	6879	2.2334415584415583	0.9989533026441224	0.49652012847143967	35.069572957410465
KEGG_PATHWAY	hsa04550:Signaling pathways regulating pluripotency of stem cells	8	1.5267175572519083	0.03613785845788163	81029, 8325, 8313, 652, 3625, 7481, 6926, 3624	154	140	6879	2.5525046382189243	0.9993408722962661	0.48617478211206866	36.932145326900454
KEGG_PATHWAY	hsa05332:Graft-versus-host disease	4	0.7633587786259541	0.0361682102417084	3113, 5551, 3115, 3002	154	33	6879	5.414403778040142	0.9993449898447584	0.4571406327987021	36.9570127282716
KEGG_PATHWAY	hsa00790:Folate biosynthesis	3	0.5725190839694656	0.03753973941614666	250, 251, 249	154	14	6879	9.571892393320963	0.9995066233966127	0.4432898758836501	38.07134523928761
KEGG_PATHWAY	hsa04151:PI3K-Akt signaling pathway	14	2.6717557251908395	0.04302617913770014	10161, 2248, 8817, 1021, 51378, 3672, 1284, 930, 3560, 3696, 2254, 7450, 3910, 1950	154	345	6879	1.8126482213438737	0.9998418346291752	0.4648100402253621	42.35010845592689
KEGG_PATHWAY	hsa04512:ECM-receptor interaction	6	1.1450381679389312	0.043933460083923355	3672, 1284, 3696, 7450, 3910, 960	154	87	6879	3.0806090461262876	0.9998690408898974	0.4490116947653382	43.03087952048236
KEGG_PATHWAY	hsa05330:Allograft rejection	4	0.7633587786259541	0.04832650935415961	3113, 5551, 3115, 3002	154	37	6879	4.8290628290628295	0.9999476271238265	0.4599373394947819	46.22377427294823
KEGG_PATHWAY	hsa04390:Hippo signaling pathway	8	1.5267175572519083	0.05087194165668833	7042, 81029, 8325, 8313, 1490, 652, 7481, 653	154	151	6879	2.3665605917261545	0.9999692646864607	0.4572911290734759	47.99761259074779
KEGG_PATHWAY	hsa05166:HTLV-I infection	11	2.099236641221374	0.056237406900507055	7042, 81029, 3113, 3115, 7538, 8829, 8325, 3560, 3932, 7481, 4488	154	254	6879	1.9344769403824522	0.9999900530673475	0.47265620141706655	51.56165103638799
KEGG_PATHWAY	hsa05412:Arrhythmogenic right ventricular cardiomyopathy (ARVC)	5	0.9541984732824428	0.06138231391319805	2697, 3672, 3696, 775, 59284	154	67	6879	3.333494863345609	0.9999966483557683	0.48494254255627345	54.76675007605263
KEGG_PATHWAY	hsa04940:Type I diabetes mellitus	4	0.7633587786259541	0.06596034008028459	3113, 5551, 3115, 3002	154	42	6879	4.25417439703154	0.9999987332290617	0.4928517811173406	57.453404491161784
KEGG_PATHWAY	hsa04610:Complement and coagulation cascades	5	0.9541984732824428	0.06696010779799919	7450, 710, 5624, 7056, 5328	154	69	6879	3.2368718238283454	0.9999989763717195	0.4814762182547514	58.02023579679414
KEGG_PATHWAY	hsa05145:Toxoplasmosis	6	1.1450381679389312	0.09789481237537437	7042, 3113, 3115, 240, 4843, 3910	154	110	6879	2.436481700118064	0.9999999987521027	0.6061953337025796	72.47955858582435
